index,pid,agg_cluster,x,y,cluster_7,conversation_id,construct,construct_bipolar,survey_id,survey_name,survey_endTime,pole_a,pole_b
17,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,595,4.247743,4.0308523,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables
17,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,595,4.247743,4.0308523,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Cuisine Origin (North Indian/Mughlai),South Indian
17,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,595,4.247743,4.0308523,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Texture (Smooth),Texture (Semi-Gravy)
17,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,595,4.247743,4.0308523,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Meat/Dairy-Based,Plant-Based
17,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,595,4.247743,4.0308523,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Richness,Robustness
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Purpose (Meal Focal Point),Meal Complement,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Purpose (Meal Focal Point),Meal Complement
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Flavor Profile (Savory),Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Flavor Profile (Savory),Sweet
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Course of the Meal (Main Course),Dessert,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Course of the Meal (Main Course),Dessert
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Serving Style (Standalone),Accompanied by Sambar and Chutney,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Serving Style (Standalone),Accompanied by Sambar and Chutney
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Cuisine Origin (North Indian/Mughlai),South Indian
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Texture (Smooth),Texture (Semi-Gravy)
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Meat/Dairy-Based,Plant-Based
18,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,19,5.4338036,3.0815048,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Richness,Robustness
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Purpose (Meal Focal Point),Meal Complement,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Purpose (Meal Focal Point),Meal Complement
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Flavor Profile (Savory),Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Flavor Profile (Savory),Sweet
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Course of the Meal (Main Course),Dessert,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Course of the Meal (Main Course),Dessert
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Serving Style (Standalone),Accompanied by Sambar and Chutney,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Serving Style (Standalone),Accompanied by Sambar and Chutney
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Cuisine Origin (North Indian/Mughlai),South Indian
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Texture (Smooth),Texture (Semi-Gravy)
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Meat/Dairy-Based,Plant-Based
19,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,28,5.2480216,4.3190494,1,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Richness,Robustness
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Purpose (Meal Focal Point),Meal Complement,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Purpose (Meal Focal Point),Meal Complement
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Flavor Profile (Savory),Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Flavor Profile (Savory),Sweet
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Course of the Meal (Main Course),Dessert,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Course of the Meal (Main Course),Dessert
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Serving Style (Standalone),Accompanied by Sambar and Chutney,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Serving Style (Standalone),Accompanied by Sambar and Chutney
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Cuisine Origin (North Indian/Mughlai),South Indian
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Texture (Smooth),Texture (Semi-Gravy)
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Meat/Dairy-Based,Plant-Based
20,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,631,4.6701837,5.4314466,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Richness,Robustness
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Purpose (Meal Focal Point),Meal Complement,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Purpose (Meal Focal Point),Meal Complement
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Flavor Profile (Savory),Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Flavor Profile (Savory),Sweet
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Course of the Meal (Main Course),Dessert,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Course of the Meal (Main Course),Dessert
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Serving Style (Standalone),Accompanied by Sambar and Chutney,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Serving Style (Standalone),Accompanied by Sambar and Chutney
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Cuisine Origin (North Indian/Mughlai),South Indian
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Texture (Smooth),Texture (Semi-Gravy)
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Meat/Dairy-Based,Plant-Based
21,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,555,4.567134,3.7276928,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Richness,Robustness
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Purpose (Meal Focal Point),Meal Complement,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Purpose (Meal Focal Point),Meal Complement
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Flavor Profile (Savory),Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Flavor Profile (Savory),Sweet
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Course of the Meal (Main Course),Dessert,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Course of the Meal (Main Course),Dessert
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Serving Style (Standalone),Accompanied by Sambar and Chutney,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Serving Style (Standalone),Accompanied by Sambar and Chutney
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Cuisine Origin (North Indian/Mughlai),South Indian
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Texture (Smooth),Texture (Semi-Gravy)
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Meat/Dairy-Based,Plant-Based
22,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,435,3.4203153,3.9278407,6,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Richness,Robustness
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Purpose (Meal Focal Point),Meal Complement,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Purpose (Meal Focal Point),Meal Complement
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Flavor Profile (Savory),Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Flavor Profile (Savory),Sweet
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Course of the Meal (Main Course),Dessert,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Course of the Meal (Main Course),Dessert
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Serving Style (Standalone),Accompanied by Sambar and Chutney,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Serving Style (Standalone),Accompanied by Sambar and Chutney
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Cuisine Origin (North Indian/Mughlai),South Indian
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Texture (Smooth),Texture (Semi-Gravy)
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Meat/Dairy-Based,Plant-Based
23,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,573,4.5148077,5.495111,3,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Richness,Robustness
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Purpose (Meal Focal Point),Meal Complement,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Purpose (Meal Focal Point),Meal Complement
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Flavor Profile (Savory),Sweet,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Flavor Profile (Savory),Sweet
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Course of the Meal (Main Course),Dessert,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Course of the Meal (Main Course),Dessert
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Serving Style (Standalone),Accompanied by Sambar and Chutney,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Serving Style (Standalone),Accompanied by Sambar and Chutney
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Main Component (Legumes or Rice/Lentil Batter),Spiced Rice with Protein/Vegetables
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Cuisine Origin (North Indian/Mughlai),South Indian,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Cuisine Origin (North Indian/Mughlai),South Indian
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Texture (Smooth),Texture (Semi-Gravy),b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Texture (Smooth),Texture (Semi-Gravy)
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Meat/Dairy-Based,Plant-Based,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Meat/Dairy-Based,Plant-Based
24,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,574,1.7162397,4.9655676,4,102FE9AB-B6BB-4037-8C15-D65D5A8141B1,Richness,Robustness,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.517426+00:00,Richness,Robustness
25,10E790F8-D383-4D6B-9EB2-73145922718E,164,7.110873,3.3980825,1,10E790F8-D383-4D6B-9EB2-73145922718E,Nutritious,Less Nutritious,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Nutritious,Less Nutritious
25,10E790F8-D383-4D6B-9EB2-73145922718E,164,7.110873,3.3980825,1,10E790F8-D383-4D6B-9EB2-73145922718E,Variety,Simple,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Variety,Simple
25,10E790F8-D383-4D6B-9EB2-73145922718E,164,7.110873,3.3980825,1,10E790F8-D383-4D6B-9EB2-73145922718E,Easy to Eat,Messy,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Easy to Eat,Messy
25,10E790F8-D383-4D6B-9EB2-73145922718E,164,7.110873,3.3980825,1,10E790F8-D383-4D6B-9EB2-73145922718E,Fresh,Stale,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Fresh,Stale
26,10E790F8-D383-4D6B-9EB2-73145922718E,656,4.525579,2.4713385,2,10E790F8-D383-4D6B-9EB2-73145922718E,Nutritious,Less Nutritious,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Nutritious,Less Nutritious
26,10E790F8-D383-4D6B-9EB2-73145922718E,656,4.525579,2.4713385,2,10E790F8-D383-4D6B-9EB2-73145922718E,Variety,Simple,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Variety,Simple
26,10E790F8-D383-4D6B-9EB2-73145922718E,656,4.525579,2.4713385,2,10E790F8-D383-4D6B-9EB2-73145922718E,Easy to Eat,Messy,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Easy to Eat,Messy
26,10E790F8-D383-4D6B-9EB2-73145922718E,656,4.525579,2.4713385,2,10E790F8-D383-4D6B-9EB2-73145922718E,Fresh,Stale,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Fresh,Stale
27,10E790F8-D383-4D6B-9EB2-73145922718E,524,5.916359,4.7449017,1,10E790F8-D383-4D6B-9EB2-73145922718E,Nutritious,Less Nutritious,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Nutritious,Less Nutritious
27,10E790F8-D383-4D6B-9EB2-73145922718E,524,5.916359,4.7449017,1,10E790F8-D383-4D6B-9EB2-73145922718E,Variety,Simple,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Variety,Simple
27,10E790F8-D383-4D6B-9EB2-73145922718E,524,5.916359,4.7449017,1,10E790F8-D383-4D6B-9EB2-73145922718E,Easy to Eat,Messy,b2b8d8e1-3557-4355-853e-3fb64b7cb6c5,Construct Elaboration,2025-01-08 07:37:18.613566+00:00,Easy to Eat,Messy
